"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","image_index","reward_type","valuable_image_index","selected_after_X","correct_choice"
"","","","","","html-keyboard-response","315","837134","0.0-303.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_2.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","316","840518","0.0-303.0-1.0","","3382","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_2.png"" class=""small-image"">
                                    </div>","1","choice_test","maintaining_a_car_semantic","","","","","0",""
"","","","","","html-keyboard-response","317","843528","0.0-304.0-0.0","","null","<div class=""stimulus-container"" style=""display:flex; gap:30px;"">
                                    <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_5.png"" class=""small-image"">
                                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""small-image"">
                                </div>","null","","","","","","","",""
"","","","","","html-button-response","318","844502","0.0-304.0-1.0","","973","<h3>Which is worth more money?</h3>","1","cross_block_test","","","","","","","true"
"","","","","","html-keyboard-response","319","847514","0.0-305.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","320","849825","0.0-305.0-1.0","","2309","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""small-image"">
                                    </div>","0","choice_test","physical_activity_semantic","","","","","0",""
"","","","","","html-keyboard-response","321","852828","0.0-306.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_6.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","322","853311","0.0-306.0-1.0","","482","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_6.png"" class=""small-image"">
                                    </div>","0","choice_test","package_causal","","","","","0",""
"","","","","","html-keyboard-response","323","856313","0.0-307.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","324","856677","0.0-307.0-1.0","","363","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                                    </div>","1","choice_test","kitchen_operations_semantic","","","","","1",""
"","","","","","html-keyboard-response","325","859681","0.0-308.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_3.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","326","860670","0.0-308.0-1.0","","987","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_3.png"" class=""small-image"">
                                    </div>","0","choice_test","physical_activity_semantic","","","","","1",""
"","","","","","html-keyboard-response","327","863673","0.0-309.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/coin_causal/coin_causal_3.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","328","864375","0.0-309.0-1.0","","698","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/coin_causal/coin_causal_3.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""small-image"">
                                    </div>","1","choice_test","coin_causal","","","","","1",""
"","","","","","html-keyboard-response","329","867391","0.0-310.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_8.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","330","870968","0.0-310.0-1.0","","3575","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_8.png"" class=""small-image"">
                                    </div>","1","choice_test","package_causal","","","","","1",""
"","","","","","html-keyboard-response","331","873984","0.0-311.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_5.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_8.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","332","875031","0.0-311.0-1.0","","1045","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_5.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_8.png"" class=""small-image"">
                                    </div>","0","choice_test","visiting_cities_semantic","","","","","0",""
"","","","","","html-keyboard-response","333","878033","0.0-312.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","334","878653","0.0-312.0-1.0","","619","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""small-image"">
                                    </div>","0","choice_test","saving_a_cat_causal","","","","","1",""
"","","","","","html-keyboard-response","335","881671","0.0-313.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/museum_causal/museum_causal_4.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","336","882049","0.0-313.0-1.0","","377","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/museum_causal/museum_causal_4.png"" class=""small-image"">
                                    </div>","1","choice_test","museum_causal","","","","","0",""
"","","","","","html-keyboard-response","337","885058","0.0-314.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_8.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","338","885421","0.0-314.0-1.0","","361","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_8.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""small-image"">
                                    </div>","0","choice_test","self_care_activities_semantic","","","","","1",""
"","","","","","html-keyboard-response","339","888427","0.0-315.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","340","888869","0.0-315.0-1.0","","441","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""small-image"">
                                    </div>","0","choice_test","physical_activity_semantic","","","","","1",""
"","","","","","html-keyboard-response","341","891876","0.0-316.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","342","892320","0.0-316.0-1.0","","443","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""small-image"">
                                    </div>","0","choice_test","the_performance_causal","","","","","1",""
"","","","","","html-keyboard-response","343","895331","0.0-317.0-0.0","","null","<div class=""stimulus-container"" style=""display:flex; gap:30px;"">
                                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""small-image"">
                                    <img src=""images/causal_sequence/package_causal/package_causal_5.png"" class=""small-image"">
                                </div>","null","","","","","","","",""
"","","","","","html-button-response","344","896556","0.0-317.0-1.0","","1224","<h3>Which is worth more money?</h3>","1","cross_block_test","","","","","","","true"
"","","","","","html-keyboard-response","345","899561","0.0-318.0-0.0","","null","<div class=""stimulus-container"" style=""display:flex; gap:30px;"">
                                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""small-image"">
                                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                                </div>","null","","","","","","","",""
"","","","","","html-button-response","346","900392","0.0-318.0-1.0","","830","<h3>Which is worth more money?</h3>","1","cross_block_test","","","","","","","false"
"","","","","","html-keyboard-response","347","903394","0.0-319.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","348","904381","0.0-319.0-1.0","","986","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""small-image"">
                                    </div>","0","choice_test","saving_a_cat_causal","","","","","1",""
"","","","","","html-keyboard-response","349","907392","0.0-320.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","350","907836","0.0-320.0-1.0","","443","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""small-image"">
                                    </div>","1","choice_test","saving_a_cat_causal","","","","","1",""
"","","","","","html-keyboard-response","351","910849","0.0-321.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/housework_semantic/housework_semantic_1.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","352","911301","0.0-321.0-1.0","","450","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/housework_semantic/housework_semantic_1.png"" class=""small-image"">
                                    </div>","1","choice_test","housework_semantic","","","","","0",""
"","","","","","html-keyboard-response","353","914316","0.0-322.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","354","914884","0.0-322.0-1.0","","566","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""small-image"">
                                    </div>","1","choice_test","the_performance_causal","","","","","1",""
"","","","","","html-keyboard-response","355","917892","0.0-323.0-0.0","","null","<div class=""stimulus-container"" style=""display:flex; gap:30px;"">
                                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_5.png"" class=""small-image"">
                                    <img src=""images/causal_sequence/museum_causal/museum_causal_5.png"" class=""small-image"">
                                </div>","null","","","","","","","",""
"","","","","","html-button-response","356","918825","0.0-323.0-1.0","","932","<h3>Which is worth more money?</h3>","0","cross_block_test","","","","","","","true"
"","","","","","html-keyboard-response","357","921826","0.0-324.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","358","922323","0.0-324.0-1.0","","495","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""small-image"">
                                    </div>","1","choice_test","kitchen_operations_semantic","","","","","1",""
"","","","","","html-keyboard-response","359","925329","0.0-325.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","360","925736","0.0-325.0-1.0","","406","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""small-image"">
                                    </div>","0","choice_test","dog_causal","","","","","0",""
"","","","","","html-keyboard-response","361","928740","0.0-326.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_8.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","362","929151","0.0-326.0-1.0","","409","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_8.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""small-image"">
                                    </div>","0","choice_test","package_causal","","","","","1",""
"","","","","","html-keyboard-response","363","932163","0.0-327.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","364","932595","0.0-327.0-1.0","","429","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                                    </div>","0","choice_test","kitchen_operations_semantic","","","","","0",""
"","","","","","html-keyboard-response","365","935611","0.0-328.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_ten.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_6.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","366","936067","0.0-328.0-1.0","","454","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_ten.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_6.png"" class=""small-image"">
                                    </div>","0","choice_test","visiting_cities_semantic","","","","","1",""
"","","","","","html-keyboard-response","367","939076","0.0-329.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_8.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","368","939395","0.0-329.0-1.0","","317","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_8.png"" class=""small-image"">
                                    </div>","1","choice_test","self_care_activities_semantic","","","","","1",""
"","","","","","html-keyboard-response","369","942411","0.0-330.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","370","942863","0.0-330.0-1.0","","451","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""small-image"">
                                        <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""small-image"">
                                    </div>","1","choice_test","dog_causal","","","","","1",""
"","","","","","html-keyboard-response","371","945870","0.0-331.0-0.0","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_ten.png"" class=""small-image"">
                                    </div>","null","","","","","","","",""
"","","","","","html-button-response","372","946249","0.0-331.0-1.0","","378","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                                    <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""small-image"">
                                        <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_ten.png"" class=""small-image"">
                                    </div>","0","choice_test","self_care_activities_semantic","","","","","0",""
